,product_id,style_id,color_id,product_name,product_type,product_color,cotton,spandex,polyester,elastomultiester,lyocell,rayon,product_price,scraping_datetime
7800,1013317006,1013317,006,hybrid_tapered_regular_joggers,men_jeans_joggers,black,0.79,0.01,0.2,0.0,0,0, 39.99,2023-05-11 07:49:41
7801,1013317008,1013317,008,hybrid_tapered_regular_joggers,men_jeans_joggers,dark_blue,0.77,0.02,0.21,0.0,0,0, 12.99,2023-05-11 07:49:41
7802,1013317010,1013317,010,hybrid_tapered_regular_joggers,men_jeans_joggers,black,0.8,0.01,0.19,0.0,0,0, 22.99,2023-05-11 07:49:41
7803,1013317012,1013317,012,hybrid_tapered_regular_joggers,men_jeans_joggers,light_denim_blue,0.78,0.01,0.21,0.0,0,0, 39.99,2023-05-11 07:49:41
7955,1071707003,1071707,003,straight_relaxed_jeans,men_jeans_relaxed,dark_denim_blue,1.0,0.0,0.0,0.0,0,0, 29.99,2023-05-11 07:49:41
7956,1071707001,1071707,001,straight_relaxed_jeans,men_jeans_relaxed,black,1.0,0.0,0.0,0.0,0,0, 14.99,2023-05-11 07:49:41
7957,1071707002,1071707,002,straight_relaxed_jeans,men_jeans_relaxed,light_denim_blue,1.0,0.0,0.0,0.0,0,0, 11.99,2023-05-11 07:49:41
7958,1071707008,1071707,008,straight_relaxed_jeans,men_jeans_relaxed,denim_blue,1.0,0.0,0.0,0.0,0,0, 18.99,2023-05-11 07:49:41
7959,1071707010,1071707,010,straight_relaxed_jeans,men_jeans_relaxed,denim_gray,1.0,0.0,0.0,0.0,0,0, 14.99,2023-05-11 07:49:41
7960,1071707016,1071707,016,straight_relaxed_jeans,men_jeans_relaxed,dark_denim_blue,1.0,0.0,0.0,0.0,0,0, 29.99,2023-05-11 07:49:41
8330,1132148001,1132148,001,flared_slim_jeans,men_jeans_slim,dark_denim_blue,0.99,0.01,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
8331,1132148002,1132148,002,flared_slim_jeans,men_jeans_slim,black,0.98,0.02,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
8332,0993887001,0993887,001,hybrid_regular_jeans,men_jeans_regular,denim_blue,0.77,0.02,0.21,0.0,0,0, 39.99,2023-05-11 07:49:41
8333,0993887002,0993887,002,hybrid_regular_jeans,men_jeans_regular,denim_blue,0.77,0.02,0.21,0.0,0,0, 29.99,2023-05-11 07:49:41
8334,0993887004,0993887,004,hybrid_regular_jeans,men_jeans_regular,black,0.79,0.01,0.2,0.0,0,0, 22.99,2023-05-11 07:49:41
8335,0993887007,0993887,007,hybrid_regular_jeans,men_jeans_regular,black/no_fade_black,0.8,0.01,0.19,0.0,0,0, 21.99,2023-05-11 07:49:41
8336,0993887008,0993887,008,hybrid_regular_jeans,men_jeans_regular,dark_gray,0.78,0.01,0.21,0.0,0,0, 19.99,2023-05-11 07:49:41
8341,1121155003,1121155,003,bootcut_regular_jeans,men_jeans_regular,denim_blue,0.9,0.01,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
8342,1121155001,1121155,001,bootcut_regular_jeans,men_jeans_regular,black,0.9,0.01,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
8393,1121156002,1121156,002,relaxed_jeans,men_jeans_relaxed,beige,0.89,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
8394,1121156001,1121156,001,relaxed_jeans,men_jeans_relaxed,dark_denim_blue,0.89,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
8568,1130274005,1130274,005,loose_jeans,men_jeans_loose,denim_blue/checked,1.0,0.0,0.0,0.0,0,0, 39.99,2023-05-11 07:49:41
8985,1130139001,1130139,001,bootcut_loose_jeans,men_jeans_loose,black/gray_checked,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
8986,1130139002,1130139,002,bootcut_loose_jeans,men_jeans_loose,denim_blue,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
8987,1130139003,1130139,003,bootcut_loose_jeans,men_jeans_loose,light_denim_blue,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
8988,1130139004,1130139,004,bootcut_loose_jeans,men_jeans_loose,denim_black,1.0,0.0,0.0,0.0,0,0, 44.99,2023-05-11 07:49:41
