,nom,prix,description,composition,conseils_de_lavage,url
45,Pantalon carotte NIELS en Lin - Sienne,"138,00€","

Pantalon coupe carotte en Lin Moyen lavé - Sienne
- Ceinture élastiqué coté et dos
- Poches italiennes
- Poche arrière passepoilée
- Passants pour ceinture
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2232-9566-pantalon-coupe-carotte-niels-lin-moyen-terre-siennen.html#/143-taille-34
46,Robe midi évasée SANA en Lin - Sienne,"198,00€","
Robe évasée longueur midi en Lin Léger lavé - Sienne
- Décolleté rond ouvert en V
- Large patte de boutonnage finie par 4 boutons
- Manches sous le coude
- Pli devant
- Fentes côté
- Pli d'aisance au dos
- Poches dans les coutures côté
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2341-10337-robe-evase-longueur-midi-sana-lin-leger-terre-sienne.html#/143-taille-34
47,Robe midi évasée SANA en Lin - Sienne,"198,00€","
Robe évasée longueur midi en Lin Léger lavé - Sienne
- Décolleté rond ouvert en V
- Large patte de boutonnage finie par 4 boutons
- Manches sous le coude
- Pli devant
- Fentes côté
- Pli d'aisance au dos
- Poches dans les coutures côté
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2341-10337-robe-evase-longueur-midi-sana-lin-leger-terre-sienne.html#/143-taille-34
48,Robe évasée SONIA en Lin - Orange,"168,00€","
Robe évasée en Lin Léger lavé - Orange
- Col rond froncé, ouvert en V
- Manches bouffantes aux coudes
- Longueur genoux
- Poches cotés cachées dans les coutures
- Liserés contrastés
- Large pli d'aisance dans le dos
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2320-10182-robe-evasee-manches-bouffantes-sonia-gaze-lin-orange.html#/143-taille-34
49,Robe évasée SONIA en Lin - Orange,"168,00€","
Robe évasée en Lin Léger lavé - Orange
- Col rond froncé, ouvert en V
- Manches bouffantes aux coudes
- Longueur genoux
- Poches cotés cachées dans les coutures
- Liserés contrastés
- Large pli d'aisance dans le dos
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2320-10182-robe-evasee-manches-bouffantes-sonia-gaze-lin-orange.html#/143-taille-34
50,Robe taille marquée plissée SOPHIE en Lin - Orange,"168,00€","
Robe midi à la taille marquée plissée en Lin moyen lavé - Orange
- Décolleté rond ouvert en V
- Manches bouffantes plissées au dessus du coude
- Bas évasé
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2329-10245-robe-plissee-sophie-lin-moyen-orange.html#/143-taille-34
51,Robe taille marquée plissée SOPHIE en Lin - Orange,"168,00€","
Robe midi à la taille marquée plissée en Lin moyen lavé - Orange
- Décolleté rond ouvert en V
- Manches bouffantes plissées au dessus du coude
- Bas évasé
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2329-10245-robe-plissee-sophie-lin-moyen-orange.html#/143-taille-34
52,Veste de travail SERGE en Lin - Sienne,"204,00€","
Veste de travail en Lin Moyen Lavé - Sienne
- Col chemise classique
- Deux poches plaquées
- Une poche poitrine plaqué côté gauche
- Une poche poitrine intérieure côté droit
- Manches longues
- Poignet boutonné
- Surpiqûre contrastées
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/vestes-blazers-femme-lin-printemps-ete/2278-9888-veste-travail-homme-serge-lin-moyen-terre-sienne.html#/143-taille-34
53,Veste de travail SERGE en Lin - Sienne,"204,00€","
Veste de travail en Lin Moyen Lavé - Sienne
- Col chemise classique
- Deux poches plaquées
- Une poche poitrine plaqué côté gauche
- Une poche poitrine intérieure côté droit
- Manches longues
- Poignet boutonné
- Surpiqûre contrastées
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/vestes-blazers-femme-lin-printemps-ete/2278-9888-veste-travail-homme-serge-lin-moyen-terre-sienne.html#/143-taille-34
54,Robe polo SELMA en Lin - Sienne,"178,00€","
Robe col polo évasée en Lin Léger lavé - Sienne
- Large patte de boutonnage finie par un pli
- Manche au-dessus du coude avec revers
- Poche poitrine basse
- Poches cotés cachées dans les coutures
- Large plis d'aisance dans le dos
- Longueur genoux
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2464-10988-robe-polo-evasee-selma-lin-leger-terre-sienne.html#/143-taille-34
55,Robe polo SELMA en Lin - Sienne,"178,00€","
Robe col polo évasée en Lin Léger lavé - Sienne
- Large patte de boutonnage finie par un pli
- Manche au-dessus du coude avec revers
- Poche poitrine basse
- Poches cotés cachées dans les coutures
- Large plis d'aisance dans le dos
- Longueur genoux
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2464-10988-robe-polo-evasee-selma-lin-leger-terre-sienne.html#/143-taille-34
56,Robe droite SABINE en Lin - Régate,"168,00€","
Robe coupe droite en Lin Moyen lavé - Bleu Régate
- Décolleté V
- Manche longueur coude
- Poches cotés cachées par la couture
- Longueur genoux
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2249-9692-robe-droite-decollete-v-sabine-lin-moyen-bleu-regate.html#/143-taille-34
57,Robe droite SABINE en Lin - Régate,"168,00€","
Robe coupe droite en Lin Moyen lavé - Bleu Régate
- Décolleté V
- Manche longueur coude
- Poches cotés cachées par la couture
- Longueur genoux
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2249-9692-robe-droite-decollete-v-sabine-lin-moyen-bleu-regate.html#/143-taille-34
58,Robe chemise ceinturée SUZANNE en Lin - Encre,"208,00€","
Robe chemise ceinturée évasée en Lin léger lavé - Bleu Encre
- Col chemise
- Manches longueur coude à revers
- Poches italiennes
- Longueur genoux
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2299-10035-robe-chemise-ceinture-suzanne-lin-leger-bleu-encre.html#/143-taille-34
59,Robe chemise ceinturée SUZANNE en Lin - Encre,"208,00€","
Robe chemise ceinturée évasée en Lin léger lavé - Bleu Encre
- Col chemise
- Manches longueur coude à revers
- Poches italiennes
- Longueur genoux
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2299-10035-robe-chemise-ceinture-suzanne-lin-leger-bleu-encre.html#/143-taille-34
60,Top manche courte SIXTINE en Lin imprimé - Régate,"174,00€","
Top structuré imprimé à manche courte en Lin léger lavé - Bleu Régate
- Décolleté V
- Manches courtes larges
- Pli devant
- Imprimé Sonia exclusif fait en France
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide"", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2426-10757-top-col-v-manches-courtes-lin-leger-sixtine-bleu-regate-.html#/143-taille-34
61,Top manche courte SIXTINE en Lin imprimé - Régate,"174,00€","
Top structuré imprimé à manche courte en Lin léger lavé - Bleu Régate
- Décolleté V
- Manches courtes larges
- Pli devant
- Imprimé Sonia exclusif fait en France
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide"", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2426-10757-top-col-v-manches-courtes-lin-leger-sixtine-bleu-regate-.html#/143-taille-34
62,Blazer SARDAIGNE en Lin  - Dragée,"224,00€","
Veste blazer en Lin Moyen lavé - Rose Dragée
- Manches longues
- Poches plaquées
- Une poche passepoilé poitrine coté gauche
- Fermée par deux boutons
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/vestes-blazers-femme-lin-printemps-ete/2260-9762-veste-blazer-sardaigne-lin-moyen-rose-dragee.html#/143-taille-34
63,Blazer SARDAIGNE en Lin  - Dragée,"224,00€","
Veste blazer en Lin Moyen lavé - Rose Dragée
- Manches longues
- Poches plaquées
- Une poche passepoilé poitrine coté gauche
- Fermée par deux boutons
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/vestes-blazers-femme-lin-printemps-ete/2260-9762-veste-blazer-sardaigne-lin-moyen-rose-dragee.html#/143-taille-34
64,Pantalon carotte NIELS en Lin - Encre,"138,00€","

Pantalon coupe carotte en Lin Moyen lavé - Bleu Encre
- Ceinture élastiqué coté et dos
- Poches italiennes
- Poche arrière passepoilée
- Passants pour ceinture
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2226-9518-pantalon-coupe-carotte-niels-lin-moyen-bleu-encre.html#/143-taille-34
65,Pantalon carotte NIELS en Lin - Encre,"138,00€","

Pantalon coupe carotte en Lin Moyen lavé - Bleu Encre
- Ceinture élastiqué coté et dos
- Poches italiennes
- Poche arrière passepoilée
- Passants pour ceinture
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2226-9518-pantalon-coupe-carotte-niels-lin-moyen-bleu-encre.html#/143-taille-34
66,Robe courte brodée SABRINA en Lin - Piment,"178,00€","
Robe courte évasée sans manches en Lin moyen lavé - Rouge Piment
- Décolleté bateau
- Broderie dentelée sur le décolleté et les emmanchures
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2257-9744-robe-courte-brodee-sabrina-lin-moyen-rouge-piment.html#/143-taille-34
67,Robe courte brodée SABRINA en Lin - Piment,"178,00€","
Robe courte évasée sans manches en Lin moyen lavé - Rouge Piment
- Décolleté bateau
- Broderie dentelée sur le décolleté et les emmanchures
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2257-9744-robe-courte-brodee-sabrina-lin-moyen-rouge-piment.html#/143-taille-34
68,Blazer SARDAIGNE en Lin  - Encre,"224,00€","
Veste blazer en Lin Moyen lavé - Bleu Encre
- Manches longues
- Poches plaquées
- Une poche passepoilé poitrine coté gauche
- Fermée par deux boutons
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/vestes-blazers-femme-lin-printemps-ete/2262-9776-veste-blazer-sardaigne-lin-moyen-bleu-encre.html#/143-taille-34
69,Blazer SARDAIGNE en Lin  - Encre,"224,00€","
Veste blazer en Lin Moyen lavé - Bleu Encre
- Manches longues
- Poches plaquées
- Une poche passepoilé poitrine coté gauche
- Fermée par deux boutons
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/vestes-blazers-femme-lin-printemps-ete/2262-9776-veste-blazer-sardaigne-lin-moyen-bleu-encre.html#/143-taille-34
70,Robe taille marquée plissée SOPHIE en Lin - Encre,"168,00€","
Robe midi à la taille marquée plissée en Lin moyen lavé - Bleu Encre
- Décolleté rond ouvert en V
- Manches bouffantes plissées au dessus du coude
- Bas évasé
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2326-10224-robe-plissee-sophie-lin-moyen-bleu-encre.html#/143-taille-34
71,Robe taille marquée plissée SOPHIE en Lin - Encre,"168,00€","
Robe midi à la taille marquée plissée en Lin moyen lavé - Bleu Encre
- Décolleté rond ouvert en V
- Manches bouffantes plissées au dessus du coude
- Bas évasé
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2326-10224-robe-plissee-sophie-lin-moyen-bleu-encre.html#/143-taille-34
72,Robe polo SELMA en Lin - Régate,"178,00€","
Robe col polo évasée en Lin Léger lavé - Bleu Régate
- Large patte de boutonnage finie par un pli
- Manche au-dessus du coude avec revers
- Poche poitrine basse
- Poches cotés cachées dans les coutures
- Large plis d'aisance dans le dos
- Longueur genoux
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2463-10980-robe-polo-evasee-selma-lin-leger-bleu-regate.html#/143-taille-34
73,Robe polo SELMA en Lin - Régate,"178,00€","
Robe col polo évasée en Lin Léger lavé - Bleu Régate
- Large patte de boutonnage finie par un pli
- Manche au-dessus du coude avec revers
- Poche poitrine basse
- Poches cotés cachées dans les coutures
- Large plis d'aisance dans le dos
- Longueur genoux
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2463-10980-robe-polo-evasee-selma-lin-leger-bleu-regate.html#/143-taille-34
74,Robe courte brodée SABRINA en Lin - Encre,"178,00€","
Robe courte évasée sans manches en Lin moyen lavé - Bleu Encre
- Décolleté bateau
- Broderie dentelée sur le décolleté et les emmanchures
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2253-9720-robe-courte-brodee-sabrina-lin-moyen-bleu-encre.html#/143-taille-34
75,Robe courte brodée SABRINA en Lin - Encre,"178,00€","
Robe courte évasée sans manches en Lin moyen lavé - Bleu Encre
- Décolleté bateau
- Broderie dentelée sur le décolleté et les emmanchures
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2253-9720-robe-courte-brodee-sabrina-lin-moyen-bleu-encre.html#/143-taille-34
76,Robe midi évasée SANA en Lin - Régate,"198,00€","

Robe évasée longueur midi en Lin Léger lavé - Bleu Régate
- Décolleté rond ouvert en V
- Large patte de boutonnage finie par 4 boutons
- Manches sous le coude
- Pli devant
- Fentes côté
- Pli d'aisance au dos
- Poches dans les coutures côté
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2340-10329-robe-evase-longueur-midi-sana-lin-leger-bleu-regate.html#/143-taille-34
77,Robe midi évasée SANA en Lin - Régate,"198,00€","

Robe évasée longueur midi en Lin Léger lavé - Bleu Régate
- Décolleté rond ouvert en V
- Large patte de boutonnage finie par 4 boutons
- Manches sous le coude
- Pli devant
- Fentes côté
- Pli d'aisance au dos
- Poches dans les coutures côté
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2340-10329-robe-evase-longueur-midi-sana-lin-leger-bleu-regate.html#/143-taille-34
78,Robe droite ample SALLY en Lin imprimé - Régate,"238,00€","
Robe droite courte ample en Lin Léger - Bleu Régate
- Col rond montant, plongeant en V
- Poche poitrine côté gauche
- Poches plaquées côté
- Fentes côté
- Longueur genoux
- Imprimé exclusif Sonia fait en France
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide"", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2427-10764-robe-ample-droite-imprimee-sally-lin-leger-bleu-regate.html#/143-taille-34
79,Robe droite ample SALLY en Lin imprimé - Régate,"238,00€","
Robe droite courte ample en Lin Léger - Bleu Régate
- Col rond montant, plongeant en V
- Poche poitrine côté gauche
- Poches plaquées côté
- Fentes côté
- Longueur genoux
- Imprimé exclusif Sonia fait en France
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide"", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2427-10764-robe-ample-droite-imprimee-sally-lin-leger-bleu-regate.html#/143-taille-34
80,Robe chemise ceinturé SUZANNE en Lin imprimé - Régate,"288,00€","
Robe chemise ceinturée évasée en Lin léger lavé imprimé - Bleu Régate
- Col chemise
- Manches longueur coude, à revers
- Poches italiennes
- Longueur genoux
- Imprimé Sonia exclusif fait en France
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide"", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2428-10772-robe-ample-droite-imprimee-suzanne-lin-leger-bleu-regate.html#/143-taille-34
81,Robe chemise ceinturé SUZANNE en Lin imprimé - Régate,"288,00€","
Robe chemise ceinturée évasée en Lin léger lavé imprimé - Bleu Régate
- Col chemise
- Manches longueur coude, à revers
- Poches italiennes
- Longueur genoux
- Imprimé Sonia exclusif fait en France
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide"", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2428-10772-robe-ample-droite-imprimee-suzanne-lin-leger-bleu-regate.html#/143-taille-34
82,Robe courte à lacets SCARLETT en Lin - Encre,"158,00€","
Robe courte légèrement évasée en Lin moyen lavé - Bleu Encre
- Manches longueur coude
- Décolleté ras du cou fini en V avec lacet à nouer par des œillets dorés
- Poches plaquées à l'avant
- Longueur au dessus du genoux
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2290-9972-robe-courte-lacets-scarlett-lin-moyen-bleu-encre.html#/143-taille-34
83,Robe courte à lacets SCARLETT en Lin - Encre,"158,00€","
Robe courte légèrement évasée en Lin moyen lavé - Bleu Encre
- Manches longueur coude
- Décolleté ras du cou fini en V avec lacet à nouer par des œillets dorés
- Poches plaquées à l'avant
- Longueur au dessus du genoux
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2290-9972-robe-courte-lacets-scarlett-lin-moyen-bleu-encre.html#/143-taille-34
84,Robe chemise ceinturée SIBYLLE en Lin  - Régate,"218,00€","
Robe chemise droite ceinturée à manches courtes en Lin moyen lavé - Bleu Régate
- Décolleté rond légèrement ouvert en V
- Manches larges finies par un ourlet
- Grandes poches plaquée boutonnées avant
- 2 poches poitrine passepoilées boutonnées sur détail plissé - Surpiqûres assorties
- Longueur sous genoux
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2487-11126-robe-chemise-ceinturee-sibylle-lin-moyen-bleu-regate.html#/143-taille-34
85,Robe chemise ceinturée SIBYLLE en Lin  - Régate,"218,00€","
Robe chemise droite ceinturée à manches courtes en Lin moyen lavé - Bleu Régate
- Décolleté rond légèrement ouvert en V
- Manches larges finies par un ourlet
- Grandes poches plaquée boutonnées avant
- 2 poches poitrine passepoilées boutonnées sur détail plissé - Surpiqûres assorties
- Longueur sous genoux
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2487-11126-robe-chemise-ceinturee-sibylle-lin-moyen-bleu-regate.html#/143-taille-34
86,T-shirt manches courtes SABIN en maille de Lin - Dragée,"84,00 €","
T-shirt manches courtes en jersey de Lin - Rose Dragée
- Col V avec détails de surpiqûres zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2483-11104-t-shirt-manches-courtes-col-v-sabin-jersey-lin-rose-dragee.html#/140-taille-xs
87,T-shirt manches courtes SABIN en maille de Lin - Dragée,"84,00 €","
T-shirt manches courtes en jersey de Lin - Rose Dragée
- Col V avec détails de surpiqûres zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2483-11104-t-shirt-manches-courtes-col-v-sabin-jersey-lin-rose-dragee.html#/140-taille-xs
88,T-Shirt ample STUART en maille de Lin - Blanc,"98,00 €","
T-shirt ample manches 3/4 en jersey de Lin - Blanc
- Décolleté V avec détail de surpiqure zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2476-11069-t-shirt-manches-trois-quarts-ample-stuart-jersey-lin-blanc.html#/140-taille-xs
89,T-Shirt ample STUART en maille de Lin - Blanc,"98,00 €","
T-shirt ample manches 3/4 en jersey de Lin - Blanc
- Décolleté V avec détail de surpiqure zig-zag en lurex argenté
",100% Jersey de Lin,"['- Nous vous conseillons de laver votre tee-shirt en machine maximum à 30° avec un essorage doux', '- Si possible le mettre dans un filet pour le protéger des griffes de la machine à laver et éviter les trous', ""- Repasser à l'envers avec un fer chaud (2 points).""]",https://zyga.fr/nouveautes/2476-11069-t-shirt-manches-trois-quarts-ample-stuart-jersey-lin-blanc.html#/140-taille-xs
90,Robe courte à lacets SCARLETT en Lin - Sienne,"158,00€","
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2494-11178-robe-courte-lacets-scarlett-lin-moyen-terre-sienne.html#/143-taille-34
91,Robe courte à lacets SCARLETT en Lin - Sienne,"158,00€","
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2494-11178-robe-courte-lacets-scarlett-lin-moyen-terre-sienne.html#/143-taille-34
